ID,Country,Brand,Type,Package,Rating
1849,CHN,Brand B,Artificial Mushroom Chicken,Bowl,1.3
1850,KOR,Brand C,Jinjja Jinjja,Pack,5
1851,PHL,Brand D,Instant Mami Beef,Pack,3.3
1852,MYS,Brand E,Express Cup Tom Yum,Cup,3.8
1853,ARE,Brand F,chicken,Pack,3.3
1854,TWN,Brand G,Good Good Eat Super Ramen Vegetable,Pack,2.8
1855,IDN,Brand A,Mi Goreng Sate (Local),Pack,5
1856,CHN,Brand B,Artificial Spicy Beef,Bowl,3.5
1857,JPN,Brand C,U.F.O. Yakiosoba,Bowl,3.8
1858,VNM,Brand D,Chicken Shrimp,Pack,2.5
1859,USA,Brand E,Yakisoba Spicy Vegetable,Tray,3.3
1860,KOR,Brand F,Odongtong Myon Seafood,Bowl,2.8
1861,IDN,Brand A,Mi Goreng Rasa Ayam Panggang Jumbo (Local),Pack,5
1862,IDN,Brand B,Rasa Soto Betawi,Pack,4.5
1863,IDN,Brand C,Curly Noodle With Chicken Chilli Paddi,Pack,4.3
1864,IDN,Brand D,Rasa Mi Kocok Bandung,Pack,3.3
1865,IDN,Brand E,Rasa Soto Banjar Limau Kulit,Pack,5
1866,IDN,Brand F,Tom Yum Shrimp,Pack,5
1867,IDN,Brand G,Cup Noodles Beef,Pack,5
1868,IDN,Brand A,Cup Noodles Shrimp,Pack,4
1869,IDN,Brand B,Oriental Kitchen Spicy Seafood,Pack,4
1870,IDN,Brand C,Daily Hot & Spicy Tom Yun,Cup,5
1871,IDN,Brand D,Curly Noodle With Laksa Chilli,Pack,3.5
1872,IDN,Brand E,Mi Goreng Barbecue Chicken,Pack,5
1873,JPN,Brand F,Seafood Ramen,Bowl,3.5
1874,USA,Brand G,Bowl Noodle Savory Beef,Bowl,4
1875,ARE,Brand A,Chicken Curry,Pack,3.8
1876,USA,Brand B,Spoon-it Beef,Pack,3.3
1877,KOR,Brand C,Kiss Myon,Pack,3.8
1878,USA,Brand D,Ramen Bowl Spicy Chicken,Bowl,3.3
1879,VNM,Brand E,Hu Tieu Ca Stewed Fish,Bowl,3.8
1880,IDN,Brand F,Mi Goreng Rendang (Import),Pack,5
1881,KOR,Brand A,Nature Is Delicious Spicy,Pack,3.8
1882,USA,Brand B,Spoon-it Creamy Chicken,Pack,4
1883,HKG,Brand C,Seaweed,Bowl,3.3
1884,KOR,Brand D,Hearty Rice Noodle Beef,Pack,4.3
1885,VNM,Brand E,Kung Fu Mixed Foods,Bowl,2.8
1886,USA,Brand F,Chow Mein Spicy Chicken,Tray,3.3
1887,TWN,Brand G,Pork Flavor Ramen,Pack,2.8
1888,THA,Brand A,Noodle Soup Spicy Beef Garlic Onion,Bowl,3.3
1889,TWN,Brand B,Man Han Feast Spring Onion Eel,Bowl,4.3
1890,CHN,Brand C,KORn Style Beef,Cup,3.5
1891,USA,Brand D,Chow Mein Chinese Chicken Vegetable,Tray,4
1892,USA,Brand E,Spoon-it Rich Hearty Beef Stew,Pack,3.5
1893,JPN,Brand F,Demae Ramen Black Garlic Oil Tonkotsu,Pack,4.5
1894,USA,Brand G,Big Cup Noodles Lime Chili Shrimp,Cup,4
1895,JPN,Brand A,Chikin Ramen (Local),Pack,5
1896,USA,Brand B,Cup Noodles Salsa Picante Shrimp,Cup,3.5
1897,USA,Brand C,Chow Mein Orange Chicken,Tray,4
1898,USA,Brand D,Spoon-it Rich Hearty Savory Chicken,Pack,3.3
1899,USA,Brand E,Big Cup Noodles Spicy Chicken,Cup,3.5
1900,JPN,Brand F,JPNese Style Noodle Curry,Bowl,4.5
1901,VNM,Brand A,Kingcook Chicken,Pack,3.5
1902,CHN,Brand B,Stir Rice Vermicelli IDNn Gado Gado,Tray,2.3
1903,KOR,Brand C,Tom Yum Shrimp,Pack,3.8
1904,MYS,Brand D,Cup Noodles Beef,Cup,2
1905,USA,Brand E,Cup Noodles Shrimp,Tray,3.8
1906,THA,Brand F,Oriental Kitchen Spicy Seafood,Bowl,2.5
1907,KOR,Brand G,Daily Hot & Spicy Tom Yun,Pack,3.8
1908,HKG,Brand A,Cup Noodles Xo Sauce Seafood,Cup,3.8
1909,IDN,Brand B,Mi Segera Mi Goreng Perisa Sambal Goreng,Pack,4.5
1910,IDN,Brand C,Rasa Sup Buntut Oxtail Soup,Pack,2.8
1911,CHN,Brand D,Artificial Seafood,Pack,3.8
1912,KOR,Brand E,Udon Garlic Teriyaki,Pack,4.8
1913,IDN,Brand F,Instant Cup Noodles Mi Goreng Satay,Cup,4.3
1914,KOR,Brand G,Hearty Rice Noodle Black Bean Vegetable,Pack,3.8
1915,VNM,Brand A,Kingcook Shrimp,Pack,2.8
1916,MYS,Brand B,Express Cup Fried Onion Chicken,Cup,3.3
1917,KOR,Brand C,Kitsune Udon,Bowl,4
1918,CHN,Brand D,Shin Ramyun Shrimp,Pack,4.5
1919,IDN,Brand E,Spicy Coconut Shrimp,Pack,4.8
1920,KOR,Brand F,Nagasaki Jjampong,Pack,4.8
1921,KOR,Brand A,Kko Kko Myun,Pack,5
1922,KOR,Brand B,Hong Ramyun Soup Soy Peptide Mild,Pack,3.3
1923,UK,Brand C,Chicken,Pack,3
1924,UK,Brand D,Spicy Sweet & Sour,Pack,3
1925,VNM,Brand E,Kung Fu Artificial Chicken Rice Noodle,Bowl,3.5
1926,JPN,Brand F,Gozen Tempura,Bowl,4
1927,VNM,Brand G,Kung Fu Vegetarian,Bowl,2
1928,USA,Brand A,Ramen Bowl Kimchi,Bowl,3
1929,TWN,Brand B,Black Rooster Chicken,Pack,1.5
1930,THA,Brand C,Moo Nam Tok Rice Vermicelli,Pack,3.3
1931,USA,Brand D,Bangkok Curry Rice Noodle,Pack,2.8
1932,KOR,Brand E,Jjajangmen Black Bean,Pack,4
1933,JPN,Brand F,Shokuh Kitsune Udon,Bowl,4.3
1934,JPN,Brand G,Ponpoko Tempura Soba,Bowl,4.3
1935,PHL,Brand A,Beef Na Beef,Pack,3.8
1936,USA,Brand B,Ramen Bowl Spicy Shrimp,Bowl,3
1937,KOR,Brand C,Hwa King Cup,Cup,3.5
1938,CHN,Brand D,Onion,Pack,3.8
1939,USA,Brand E,Ramen Bowl Hot & Spicy,Bowl,3.8
1940,IDN,Brand F,Mie Telor Asli,Pack,3
1941,THA,Brand A,Sour Spicy Chicken Tom Yum,Bowl,3.3
1942,CHN,Brand B,Artificial Pork Ribs,Pack,4
1943,JPN,Brand C,Shio,Pack,5
1944,IDN,Brand D,Mi Segera Mi Sup Perisa Kari Ayam,Pack,4
1945,CHN,Brand E,Artificial Chicken,Pack,4
1946,UK,Brand F,Chicken & Mushroom,Cup,3.8
1947,KOR,Brand G,Seafood Ramyun,Pack,3.8
1948,THA,Brand A,Tom Yum Shrimp,Bowl,3.5
1949,JPN,Brand B,Cup Noodles Beef,Bowl,4.3
1950,KOR,Brand C,Cup Noodles Shrimp,Cup,3.8
1951,KOR,Brand D,Oriental Kitchen Spicy Seafood,Bowl,3.8
1952,TWN,Brand E,Daily Hot & Spicy Tom Yun,Pack,3.3
1953,THA,Brand F,Spicy Beef,Cup,2.8
1954,VNM,Brand G,Hao Hao Shrimp Onion,Pack,3
1955,CHN,Brand A,Artificial Spicy Beef,Pack,4.3
1956,JPN,Brand B,Gozen Kitsune Udon,Bowl,5
1957,THA,Brand C,Yakisoba,Pack,3
1958,SGP,Brand D,Chinese Mushroom Rice Noodle,Cup,2.5
1959,JPN,Brand E,Tom Yam Ramen Pork,Pack,4.8
1960,KOR,Brand F,Buckwheat Bibim Ramyon,Pack,1.1
1961,CHN,Brand A,Sichuan Hot Pot Sweet Potato Thread,Bowl,0.5
1962,KOR,Brand B,Seafood Selection,Pack,3.5
1963,KOR,Brand C,JPNese Miso,Pack,2.8
1964,THA,Brand D,XO Sauce,Bowl,1.3
1965,TWN,Brand E,Kung Fu Artificial Mushroom Pork,Bowl,1.3
1966,CHN,Brand F,Artificial Braised Beef,Pack,4.3
1967,PHL,Brand G,Supreme La Paz Batchoy Beef Garlic,Bowl,3.5
1968,VNM,Brand A,Spaghetti,Pack,3.8
1969,KOR,Brand B,Yeul Hot Taste,Bowl,3.5
1970,UK,Brand C,Bombay Bad Boy,Cup,4
1971,CHN,Brand D,Artificial Pork,Pack,3.8
1972,TWN,Brand E,"""A"" Series Vegetarian",Pack,3.3
1973,JPN,Brand F,My Friend Vic Tanuki Udon,Bowl,4.8
1974,KOR,Brand G,Jin Ramen Big Bowl (Hot),Bowl,3.5
1975,VNM,Brand A,Phu Gia Bamboo Shoot Artificial Pork Bean Thread,Pack,1.3
1976,JPN,Brand B,Ponpoko Tempura Udon,Bowl,4.8
1977,KOR,Brand C,Cold Noodles By Dad,Pack,2.8
1978,JPN,Brand D,Demae Iccho Sesame Oil Chicken Macaroni,Pack,3.8
1979,IDN,Brand E,2 Minute Noodles Thrillin' Curry,Pack,2
1980,JPN,Brand F,Tom Yam Prawn,Pack,4.5
1981,HKG,Brand A,Superior Soup Rice Noodle,Pack,2.5
1982,VNM,Brand B,Kung Fu Artificial Pork Flavor,Bowl,3
1983,USA,Brand C,Tom Yum Shrimp,Tray,1.8
1984,UK,Brand D,Cup Noodles Beef,Pack,2
1985,TWN,Brand E,Cup Noodles Shrimp,Pack,3.3
1986,TWN,Brand F,Oriental Kitchen Spicy Seafood,Pack,3.8
1987,SGP,Brand G,Daily Hot & Spicy Tom Yun,Pack,5
1988,UK,Brand A,Tom Yum Shrimp,Cup,1.5
1989,KOR,Brand B,Cup Noodles Beef,Pack,4
1990,THA,Brand C,Cup Noodles Shrimp,Cup,3.5
1991,UK,Brand D,Oriental Kitchen Spicy Seafood,Pack,2
1992,TWN,Brand E,Daily Hot & Spicy Tom Yun,Pack,3.8
1993,KOR,Brand F,Oolongmen Artificial Seafood,Cup,3.5
1994,TWN,Brand G,Tomato Vegetables,Pack,4
1995,USA,Brand A,Ramen Noodle Soup Beef,Pack,3.3
1996,PHL,Brand B,Pancit Canton Extra Hot Chili,Pack,4
1997,THA,Brand C,Vegetarian,Cup,3.3
1998,UK,Brand D,Super Noodles Sweet & sour,Pack,3.5
1999,USA,Brand E,Lemongrass Chili Rice Noodle,Pack,1.5
2000,USA,Brand F,Spring Onion Rice Noodle,Pack,3.8
2001,KOR,Brand A,Asian Style Noodles Seafood,Bowl,3.5
2002,KOR,Brand B,Chapagetti Chajang,Pack,4
2003,UK,Brand C,Super Noodles Mild Curry,Pack,3.3
2004,UK,Brand D,Super Noodles To Go Chinese Space Rib,Bowl,2.5
2005,THA,Brand E,Chand Clear Soup,Bowl,3.5
2006,VNM,Brand F,KORn Style Kim Chee,Bowl,4.3
2007,VNM,Brand G,Tu Quy Pork,Pack,2.8
2008,TWN,Brand A,Steam Vermicelli,Pack,2.1
2009,TWN,Brand B,Bah Kut Tea Noodle For Vegetarians,Pack,3.3
2010,TWN,Brand C,Artificial Onion Flavor Bean Thread,Bowl,1.5
2011,CHN,Brand D,Single Noble Black Bone Chicken Sweet Potato Thread,Cup,0
2012,VNM,Brand E,Phu Gia Cua Crab Bean Thread,Pack,2.3
2013,USA,Brand F,Tofu & Miso,Pack,2.5
2014,USA,Brand G,Mushroom,Pack,2.8
2015,CHN,Brand A,Hot & Sour Casserole Stewed Rice Noodle,Pack,0
2016,CHN,Brand B,Sichuan Pickled Sweet Potato Thread,Pack,1.8
2017,KOR,Brand C,Shin Ramyun Black,Pack,4.8
2018,UK,Brand D,Chinese Chow Mein,Cup,3
2019,JPN,Brand E,Tempura Soba,Bowl,3.8
2020,UK,Brand F,Tom Yum Shrimp,Pack,3.5
2021,IDN,Brand A,Cup Noodles Beef,Pack,3.8
2022,VNM,Brand B,Cup Noodles Shrimp,Bowl,2
2023,USA,Brand C,Oriental Kitchen Spicy Seafood,Tray,3
2024,JPN,Brand D,Daily Hot & Spicy Tom Yun,Pack,3.3
2025,KOR,Brand E,Keopnurungji Rice Snack,Cup,2.5
2026,VNM,Brand F,Kung Fu Suc Song Artificial Pork,Bowl,3
2027,KOR,Brand G,Gomtang,Cup,4
2028,JPN,Brand A,Soy Sauce,Bowl,3.5
2029,KOR,Brand B,DJ DOC Jjolmyeon,Bowl,5
2030,UK,Brand C,Super Noodles To Go Curry,Bowl,4
2031,TWN,Brand D,One More Cup Kimchi,Cup,3.8
2032,THA,Brand E,Duck,Pack,3.3
2033,UK,Brand F,Super Noodles Bacon,Pack,4.3
2034,KOR,Brand G,Vegetable,Pack,3.3
2035,JPN,Brand A,Ippeichan Soy Sauce,Bowl,4
2036,THA,Brand B,Quick Tom Yum Shrimp,Cup,3
2037,CHN,Brand C,Crystal Noodles Vegetables,Bowl,1.5
2038,UK,Brand D,Super Noodles Souther Fried Chicken,Pack,3.8
2039,IDN,Brand E,Mi Goreng Perisa Asli,Pack,4.8
2040,UK,Brand F,Super Noodles Chinese Chow Mein,Pack,2.8
2041,THA,Brand A,Shrimp Tom Yum Flavor,Pack,3.5
2042,KOR,Brand B,60 Ingredients,Cup,2.8
2043,IDN,Brand C,Kuah Rasa Baso Sapi Rice Noodles,Pack,3
2044,UK,Brand D,Super Noodles Chicken,Pack,3.3
2045,JPN,Brand E,Taisho Fried Noodle Yakisoba,Pack,4.3
2046,IDN,Brand F,Supreme Soto,Pack,4
2047,UK,Brand G,Original Curry,Cup,3.8
2048,PHL,Brand A,Pancit Canton Sweet Spicy,Pack,5
2049,THA,Brand B,Vegetable,Pack,3.5
2050,CHN,Brand C,KORn Style Spicy Beef,Pack,3.5
2051,NLD,Brand D,Good Noodles Chicken,Pack,3.5
2052,JPN,Brand E,Curry Udon,Bowl,4.8
2053,IDN,Brand F,Mi SupArtificial Chicken Special,Pack,3
2054,THA,Brand G,Chicken,Pack,3.5
2055,USA,Brand A,Top Ramen Chicken,Pack,3.3
2056,JPN,Brand B,Demae Ramen Chicken,Pack,3
2057,PHL,Brand C,Lomi Seafood Vegetable,Pack,0.5
2058,THA,Brand D,Pad Kee Mao Drunken,Pack,2
2059,KOR,Brand E,Yeul Ramyun,Pack,4.3
2060,THA,Brand F,Chicken Flavor,Pack,0.9
2061,THA,Brand A,Pho Ga,Pack,3.1
2062,KOR,Brand B,Gomtang,Pack,4.8
2063,HKG,Brand C,Spicy Tomkotsu,Pack,4.3
2064,THA,Brand D,Beef,Pack,3.3
2065,THA,Brand E,Artificial Shrimp Tom yum,Bowl,3.5
2066,USA,Brand F,Hot Spicy Chicken,Pack,2
2067,NLD,Brand G,Tom Yum Shrimp,Pack,3.8
2068,THA,Brand A,Cup Noodles Beef,Bowl,2.8
2069,USA,Brand B,Cup Noodles Shrimp,Pack,1.5
2070,CHN,Brand C,Oriental Kitchen Spicy Seafood,Pack,3.8
2071,HKG,Brand D,Daily Hot & Spicy Tom Yun,Cup,3.8
2072,CHN,Brand E,Artificial Hot & Sour Shrimp,Bowl,4.5
2073,KOR,Brand F,Hot Beef,Pack,4.3
2074,JPN,Brand G,Soy Sauce,Bowl,4.3
2075,TWN,Brand A,Vegetarian Rice Noodles,Bowl,0.3
2076,SGP,Brand B,Beijing Vegetable Rice Noodle,Cup,2
2077,CHN,Brand C,Artificial Chicken,Bowl,4.5
2078,USA,Brand D,Thai Ginger Rice Noodle,Pack,4.3
2079,KOR,Brand E,Champong Spicy Seafood,Bowl,3.5
2080,USA,Brand F,Imitation Beef,Cup,2.5
2081,JPN,Brand A,Sanukiya Fresh Spicy Ramen,Bowl,3
2082,CHN,Brand B,Artificial Onion,Bowl,4
2083,KOR,Brand C,Big Bowl Noodle,Bowl,3.8
2084,JPN,Brand D,Miso,Bowl,2.8
2085,SGP,Brand E,KORn Kimchi Rice Noodle,Cup,3.8
2086,TWN,Brand F,Kung Fu Shrimp,Bowl,4
2087,KOR,Brand G,Beef,Cup,3.8
2088,CHN,Brand A,Artificial Seafood,Bowl,3.8
2089,KOR,Brand B,Oolongmen Beef,Cup,2.5
2090,CHN,Brand C,Artificial Spicy Beef,Pack,3.5
2091,PAK,Brand D,Pizza,Pack,3
2092,THA,Brand E,Miso,Pack,1
2093,THA,Brand F,Beef Rice Stick,Bowl,2
2094,KOR,Brand G,Neoguri Mild,Pack,3.3
2095,USA,Brand A,Soupless Ramen Shallot Teriyaki,Pack,2.5
2096,CHN,Brand B,Artificial Beef,Bowl,4.8
2097,TWN,Brand C,Tiny Noodle With Oyster Flavor,Pack,0
2098,JPN,Brand D,Demae Iccho Seafood & Abalone Macaroni,Pack,4
2099,USA,Brand E,Yakisoba Shrimp,Tray,2.8
2100,KOR,Brand F,Jin Ramen (Mild),Pack,3.3
2101,SGP,Brand A,Tomato Seafood Rice Noodle,Cup,3.5
2102,KOR,Brand B,Fresh Ramen Spicy,Pack,3
2103,VNM,Brand C,Phoya Rice Noodles Beef,Bowl,2.8
2104,CHN,Brand D,Artificial Stew Beef,Pack,3.8
2105,KOR,Brand E,DJ DOC Instant rice Ramen Topokki,Bowl,5
2106,CHN,Brand F,Stew Pork,Pack,3.3
2107,HKG,Brand G,Big Bowl Crab ,Bowl,3.5
2108,HKG,Brand A,Big Bowl Artificial Chicken,Bowl,2.8
2109,CHN,Brand B,JPNese U-Don Lobster Scallop,Pack,3
2110,KOR,Brand C,Hot & Spicy Ramen,Cup,3
2111,KOR,Brand D,Bekse Curry Myon,Cup,4.3
2112,JPN,Brand E,Yellow Buckwheat,Bowl,4.5
2113,JPN,Brand F,Shio,Bowl,4.5
2114,USA,Brand G,Roasted Garlic Rice Noodle,Bowl,3.8
2115,USA,Brand A,Mushroom Rice Noodle,Bowl,3.3
2116,KOR,Brand B,Tom Yum Shrimp,Pack,3.8
2117,TWN,Brand C,Cup Noodles Beef,Pack,1.8
2118,KOR,Brand D,Cup Noodles Shrimp,Pack,3
2119,USA,Brand E,Oriental Kitchen Spicy Seafood,Bowl,1.8
2120,USA,Brand F,Daily Hot & Spicy Tom Yun,Pack,3.3
2121,VNM,Brand A,Kung Fu Rice Noodle Shrimp Crab ,Bowl,3.8
2122,JPN,Brand B,Ramen-Desse Miso Soybean Paste,Bowl,4.5
2123,USA,Brand C,Spring Onion Rice Noodle,Bowl,3.8
2124,USA,Brand D,Lemongrass ginger,Pack,1.5
2125,USA,Brand E,Ramen Noodle Soup Chicken Mushroom,Pack,3.3
2126,USA,Brand F,Chicken,Pack,3.5
2127,KOR,Brand G,Snack Noodle slightly Hot,Pack,3.8
2128,VNM,Brand A,Tu Quy Sour Spicy Shrimp,Pack,1.8
2129,VNM,Brand B,Kung Fu Rice Noodle Artificial Beef,Bowl,3.5
2130,USA,Brand C,Souper Meal Picante Shrimp Hot Spicy,Bowl,2.8
2131,THA,Brand D,Vegetable,Pack,3.3
2132,KOR,Brand E,Ppushu Ppushu Barbecue,Pack,3
2133,USA,Brand F,Top Ramen Shrimp,Pack,3.5
2134,KOR,Brand G,Sutah Hot Spicy Beef,Pack,3.5
2135,JPN,Brand A,Tempura Udon,Bowl,5
2136,USA,Brand B,Imitation Chicken Vegetarian,Pack,3
2137,TWN,Brand C,Kung Fu Artificial Beef Rice Noodle,Bowl,3.8
2138,MYS,Brand D,Harmee Mee goreng Prawn,Pack,4.5
2139,TWN,Brand E,Kung Fu Artificial Szechuan Pork,Bowl,3.8
2140,CHN,Brand F,Single Noble Pickled Radish & Duck,Cup,0.3
2141,USA,Brand A,Asian Vegetable,Pack,1.5
2142,USA,Brand B,Bowl Noodle Savory Chicken,Bowl,3.3
2143,JPN,Brand C,Hyoubanya No Chukasoba Soy Sauce,Pack,4
2144,JPN,Brand D,Ippeichan Soybean Paste,Bowl,4
2145,KOR,Brand E,Ppushu Ppushu Tteobokki,Pack,3.3
2146,TWN,Brand F,Beef Flavor Ramen,Pack,4.3
2147,TWN,Brand G,Kung Fu Artificial Sesame Chicken,Bowl,3.8
2148,VNM,Brand A,Little Prince Bacon,Pack,4.8
2149,HKG,Brand B,Noodle King Hong Koing Style Wonton,Bowl,2.3
2150,TWN,Brand C,TWN Style Chow Mein,Pack,2.3
2151,KOR,Brand D,Chicken,Pack,3.3
2152,PHL,Brand E,N-Rich Chicken Tinola,Pack,4
2153,KOR,Brand F,Kalguksoo,Pack,4.5
2154,KOR,Brand G,Spice Seafood,Pack,3.8
2155,USA,Brand A,Instant Lunch Hot spicy Beef,Cup,2.8
2156,THA,Brand B,Tom Yum Seafood Creamy,Bowl,3
2157,KOR,Brand C,Beef,Bowl,3.8
2158,KOR,Brand D,Big Bowl Spicy Kimchi,Bowl,3.3
2159,TWN,Brand E,Tom Yum Shrimp,Bowl,3.8
2160,IDN,Brand F,Cup Noodles Beef,Pack,4.3
2161,IDN,Brand A,Cup Noodles Shrimp,Pack,4.5
2162,PHL,Brand B,Oriental Kitchen Spicy Seafood,Bowl,3.3
2163,TWN,Brand C,Daily Hot & Spicy Tom Yun,Bowl,2.5
2164,TWN,Brand D,Chinese Onion Rice Noodle,Pack,2.8
2165,PHL,Brand E,Pancit Canton toyo Mansi,Pack,5
2166,PHL,Brand F,Chicken Mami,Pack,3.8
2167,CHN,Brand G,E Menm Chicken,,3.8
2168,SGP,Brand A,Mi Hai Cua Crab Flavor,Pack,5
2169,VNM,Brand B,Tu quy Chicken,Pack,3
2170,USA,Brand C,Shrimp Udon,Pack,4.5
2171,TWN,Brand D,Noodle With Sesame Sauce,Pack,3.3
2172,KOR,Brand E,Shin Cup,Cup,3
2173,VNM,Brand F,Mi Lau Thai Thai Stle,Bowl,4
2174,JPN,Brand G,Kakesoba Desse Soy Sauce,Bowl,2.8
2175,USA,Brand A,Beef Flavorc,Cup,3.5
2176,JPN,Brand B,Ramen Desse Shio,Bowl,4.3
2177,TWN,Brand C,Udon Noodle Soup Oriental,Pack,3.8
2178,VNM,Brand D,Tu Quy Spicy Beef,Pack,3.5
2179,USA,Brand E,Chicken Flavor,Cup,3.8
2180,TWN,Brand F,Artificial Classic Beef,Bowl,3.8
2181,HKG,Brand A,Artificial Beef Flavor,Pack,2.5
2182,TWN,Brand B,Alimentary Paste Chow Mein,Pack,4.3
2183,JPN,Brand C,Midori No Tanuki,Bowl,4.2
2184,THA,Brand D,Crab Vermicelli,Bowl,3.3
2185,PHL,Brand E,Instant Bulalo Bone Marrow,Pack,3.8
2186,PHL,Brand F,Instant Mami Chicken,Pack,4
2187,VNM,Brand G,3 Mien Mi Tom Chua Cay Hot sour Shrimp,Pack,2.3
2188,KOR,Brand A,Snack Ramyon,Cup,3.5
2189,VNM,Brand B,Asian Style Instant Noodles Beef,Pack,3.8
2190,MYS,Brand C,Harmee Prawn,Pack,3.3
2191,VNM,Brand D,Hao Hao Sate Onion,Pack,3.8
2192,USA,Brand E,Instant Lunch Lime Flavor with Shrimp,Cup,2.3
2193,HKG,Brand F,Noodle King Scallop Thick,Bowl,3
2194,JPN,Brand G,Suudon Desse Soy Sauce,Bowl,4.3
2195,HKG,Brand A,Cup Noodles Seafood Curry,Cup,4.3
2196,KOR,Brand B,Spicy Seafood,Cup,3.8
2197,KOR,Brand C,Bowl Noodle Beef With Vegetables,Bowl,3.8
2198,PHL,Brand D,Quickie Mami La Paz Batchoy,Cup,3
2199,VNM,Brand E,Bestcook Hot spicy Tom Yum Shrimp,Bowl,4.3
2200,KOR,Brand F,Jin Ramen (Mild),Cup,3
2201,KOR,Brand A,Hwa Cup Hot Spicy,Cup,3.5
2202,CHN,Brand B,Dried Mix Noodles XO Sauce,Tray,2
2203,JPN,Brand C,Yakisoba Noodles Karashi,Tray,5
2204,JPN,Brand D,Hyoubanya No Chukasoba Oriental,Pack,4.3
2205,JPN,Brand E,Curry Soba,Bowl,4
2206,THA,Brand F,Vegetarian Tom Yum,Pack,2.8
2207,USA,Brand G,Instant Lunch Cheddar Cheese,Cup,2.8
2208,USA,Brand A,Bowl Noodles Rich & Savory Beef,Bowl,3.8
2209,USA,Brand B,Fu Chang Chinese Noodle Company Pork Seafood,Tray,0
2210,TWN,Brand C,Hot Of Hots Artificial Black Peppered Beef,Bowl,1.3
2211,JPN,Brand D,Demae Iccho Tom Yam Goong Macaroni,Pack,4
2212,PHL,Brand E,Chicken Na Chicken,Pack,2.8
2213,PHL,Brand F,N-Rich Artificial Chicken With Ginger,Pack,2.5
2214,VNM,Brand G,Kung Fu Artificial Beef Rice Noodle,Pack,4.3
2215,KOR,Brand A,Pho VNMese Noodle Soup,Tray,3.8
2216,USA,Brand B,Chow Mein Thai Peanut,Tray,2.5
2217,TWN,Brand C,Hot Of Hots Artificial Satay Beef,Bowl,3.8
2218,HKG,Brand D,Ho Fan Abalone Chicken,Bowl,4
2219,HKG,Brand E,Noodle King Lobster Thick,Bowl,2.8
2220,VNM,Brand F,Pho Bo Beef Rice Noodle,Pack,0.5
2221,VNM,Brand A,Asian Style Instant Noodles Shrimp,Pack,3.8
2222,USA,Brand B,Cup Noodles Chicken Vegetable,Cup,2.8
2223,CAN,Brand C,Spicy Thai,Bowl,0.5
2224,USA,Brand D,Chow Noodles Alfredo,Tray,3.8
2225,HKG,Brand E,Superior Soup,Pack,5
2226,KOR,Brand F,Tofu Udon Dosirak,Tray,3.8
2227,THA,Brand G,Chili Pork,Cup,3.5
2228,VNM,Brand A,Kung Fu Artificial Chicken,Pack,3.3
2229,PHL,Brand B,Pancit Shanghai,Pack,2.8
2230,SGP,Brand C,Cup Noodles Prawn,Cup,3.3
2231,HKG,Brand D,Noodle King Beef HKG Style,Bowl,2.5
2232,JPN,Brand E,Demae Iccho Tonkotsu Macaroni,Pack,3.5
2233,VNM,Brand F,Daily Hot & Sour With Shrimp,Pack,4.5
2234,USA,Brand G,Vermicelli With Pork,Bowl,1.3
2235,USA,Brand A,Cup Noodles Hearty Chicken,Cup,2.5
2236,USA,Brand B,Bowl Noodles Hot & Spicy Beef,Bowl,3.8
2237,HKG,Brand C,Spicy Artificial Pork,Pack,3.8
2238,PHL,Brand D,Xtra Big Kalamansi Pancit Canton,Pack,4
2239,USA,Brand E,Ramen Noodle Soup Roast Beef,Pack,2.8
2240,KOR,Brand F,Noodle Lite 275 Udon Mushroom,Bowl,2.5
2241,USA,Brand A,Instant Lunch Chicken 35% Less Sodium,Cup,3
2242,USA,Brand B,Top Ramen Chili,Pack,3.3
2243,USA,Brand C,Ramen Noodle Soup Chili,Pack,2.8
2244,USA,Brand D,Top Ramen Picante Beef,Pack,3
2245,USA,Brand E,Souper Meal Tomato Garlic Shrimp,Bowl,3.5
2246,KOR,Brand F,Ramen Bokki,Bowl,3.3
2247,KOR,Brand G,Bowl Noodle Kimchi,Bowl,3.5
2248,TWN,Brand A,Mi Chay Vegetarian,Pack,1.8
2249,KOR,Brand B,Bowl Noodle Spicy Artificial Chicken,Bowl,3.2
2250,JPN,Brand C,Charumera Shoyu,Pack,3.5
2251,KOR,Brand D,Stirfried Kimchi,Pack,3.8
2252,IDN,Brand E,Goreng Rice Noodles,Pack,4.5
2253,KOR,Brand F,Shin Big Bowl,Bowl,3.5
2254,VNM,Brand G,Daily Vegetarian,Pack,3.8
2255,JPN,Brand A,JPNese Style Tokusen Shoyu,Pack,4
2256,PHL,Brand B,Xtra Big Chilimansi Pancit Canton,Pack,4.5
2257,USA,Brand C,Big Cup Noodles Chicken,Cup,2.3
2258,USA,Brand D,Ramen Noodle Soup Creamy Chicken,Pack,5
2259,KOR,Brand E,Instant Noodles With Soup,Pack,3.5
2260,JPN,Brand F,Hot & Spicy Beef,Bowl,3.5
2261,USA,Brand A,Big Cup Noodles Beef,Cup,2.2
2262,USA,Brand B,Big Cup Noodles Shrimp,Cup,2.3
2263,KOR,Brand C,Champong Oriental Noodles,Cup,3.8
2264,THA,Brand D,Crab Noodle,Bowl,4.5
2265,VNM,Brand E,Phu Gia Instant Bean Thread Chicken,Pack,3.3
2266,THA,Brand F,Artificial Beef Flavor,Bowl,3.5
2267,KOR,Brand G,Big Bowl Udon,Bowl,4.5
